,place,도로명,위도,경도,시설구분,5_score,4_score,3_score,2_score,1_score,Total
589,서그내마을SK,경기도 용인시 기흥구 예현로 15,37.2445199,127.0716548,아파트주차장,1,20,0,5,17,112
590,흥덕마을13단지경남아너스빌,경기도 용인시 기흥구 흥덕4로30번길 11,37.2749937,127.0917338,아파트주차장,3,6,6,16,23,112
591,임원마을영화1차,경기도 용인시 처인구 경안천로256번길 47-16,37.2529612,127.2260811,아파트주차장,9,0,17,1,13,111
592,영통로 효성해링턴 플레이스 아파트,경기도 용인시 기흥구 서그내로16번길 30,37.2448481,127.070907,아파트주차장,0,21,0,4,17,109
593,e편한세상 용인한숲시티 5단지,경기도 용인시 처인구 한숲로 83,37.154057,127.1694138,아파트주차장,10,10,0,0,16,106
594,e편한세상 용인한숲시티6단지,경기도 용인시 처인구 한숲로 84,37.154057,127.1694138,아파트주차장,10,10,0,0,16,106
595,e편한세상 용인한숲시티 2단지,경기도 용인시 처인구 한숲로 137,37.154057,127.1694138,아파트주차장,10,10,0,0,16,106
596,e편한세상용인한숲시티4단지,경기도 용인시 처인구 한숲로 124,37.154057,127.1694138,아파트주차장,10,10,0,0,16,106
597,이편한세상 용인한숲시티 3단지,경기도 용인시 처인구 한숲로 123,37.154057,127.1694138,아파트주차장,10,10,0,0,16,106
598,용인서천효성해링턴플레이스,경기도 용인시 기흥구 서그내로 31,37.2443449,127.073666,아파트주차장,2,17,0,6,15,105
599,용인마북신원아침도시,경기도 용인시 기흥구 마북로247번길 3,37.3142267,127.1297315,아파트주차장,2,11,4,13,11,103
600,신흥덕 롯데캐슬레이시티,경기도 용인시 기흥구 신정로 25,37.2897191,127.1014604,아파트주차장,8,5,11,3,2,101
601,영덕여인숙,경기도 용인시 기흥구 중부대로 13 ,37.2683775,127.0703347,숙박업소,6,9,5,8,3,100
602,양지면,경기도 용인시 처인구 양지면 양지로105번길 5,37.2357405,127.2801214,관공서,6,10,6,6,0,100
603,"청명호수마을신안인스빌1,2단지",경기도 용인시 기흥구 덕영대로 1871,37.2551407,127.0887786,아파트주차장,3,8,8,7,14,99
604,힐(HILL)모텔,경기도 용인시 처인구 이동읍 백옥대로 568,37.18750773,127.2059732,숙박업소,5,5,13,3,8,98
605,탑실마을대주피오레1단지,경기도 용인시 기흥구 탑실로 15,37.2401063,127.1084713,아파트주차장,2,6,11,6,19,98
606,용인기흥 우방아이유쉘 아파트,경기도 용인시 기흥구 신정로41번길 31,37.2790775,127.096956,아파트주차장,4,6,3,13,18,97
607,양우내안애에듀퍼스트,경기도 용인시 처인구 경안천로 196-1,37.2448753,127.2144711,아파트주차장,9,1,7,8,10,96
608,양우내안애 에듀파크,경기도 용인시 처인구 경안천로 112,37.2448753,127.2144711,아파트주차장,9,1,7,8,10,96
609,기흥써니밸리,경기도 용인시 기흥구 고매로 16,37.2309299,127.1111533,아파트주차장,3,4,15,3,13,95
610,이편한세상용인파크카운티,경기 용인시 처인구 남사읍 한숲로33번길 36,37.2291545,127.2825314,아파트주차장,5,10,7,4,1,95
611,호수청구,경기도 용인시 기흥구 공세로 226,37.2402348,127.1032876,아파트주차장,2,4,15,2,20,95
612,매화마을 우남 퍼스트빌,경기도 용인시 기흥구 고매로34번길 10,37.2301155,127.1121365,아파트주차장,2,5,14,4,14,94
613,캐슬,경기도 용인시 처인구 금령로71번길 6-15,37.23612806,127.2053335,숙박업소,7,6,6,6,4,93
614,우림홀인원,경기도 용인시 기흥구 고매로34번길 31,37.2283451,127.1144572,아파트주차장,3,6,9,5,16,92
615,기흥동성,경기도 용인시 기흥구 고매로 26,37.2309732,127.1121163,아파트주차장,2,4,15,3,13,90
616,용인세원,경기도 용인시 기흥구 공세로 76,37.2312393,127.1095235,아파트주차장,2,4,15,3,12,89
617,서그내마을서천아이파크,경기도 용인시 기흥구 서그내로16번길 14,37.2460487,127.0724171,아파트주차장,0,16,0,4,15,87
618,호텔베너,경기도 용인시 처인구 양지면 남평로 51-8,37.23015301,127.2906484,숙박업소,7,4,6,6,5,86
619,광교산한양수자인더킨포크,경기도 용인시 수지구 태봉로 17,37.3334708,127.0595024,아파트주차장,7,6,0,8,8,83
620,성원상떼레이크뷰,경기도 용인시 기흥구 동탄기흥로 864,37.2340393,127.1031097,아파트주차장,5,2,14,0,8,83
621,발리모텔,경기도 용인시 처인구 양지면 남평로 51-5,37.2302503,127.2900566,숙박업소,7,4,5,6,5,83
622,베네치아모텔,경기도 용인시 처인구 양지면 남평로 73-6,37.22866851,127.2922533,숙박업소,7,2,4,8,6,77
623,호텔마리,경기도 용인시 처인구 양지면 남평로 73-5,37.22892948,127.2920046,숙박업소,7,2,4,8,6,77
624,하이얀모텔,경기도 용인시 처인구 한터로 58,37.25267117,127.2174025,숙박업소,3,4,11,2,9,77
625,기흥동,경기도 용인시 기흥구 고매로43번길 12-14,37.2322301,127.1143893,관공서,2,2,15,2,10,77
626,모텔모나코,경기도 용인시 처인구 포곡읍 포곡로272번길 1,37.27925091,127.2318096,숙박업소,5,1,11,3,8,76
627,초당마을주공3단지,경기도 용인시 기흥구 동백중앙로 41,37.2599715,127.1621036,아파트주차장,2,3,9,10,7,76
628,홈브리지캐빈호스텔,경기도 용인시 처인구 포곡읍 에버랜드로 199,37.28996008,127.2165862,숙박업소,6,4,6,3,6,76
629,한천마을금광베네스타,경기도 용인시 처인구 백옥대로 711,37.2002811,127.2075728,아파트주차장,3,3,10,4,8,73
630,산수파크,경기도 용인시 처인구 원삼면 죽양대로 1774 ,37.1946116,127.3261097,숙박업소,8,3,4,4,0,72
631,포곡읍,경기도 용인시 처인구 포곡읍 포곡로 258,37.2777155,127.2309574,관공서,5,1,10,2,8,71
632,윈져캐슬관광호텔,경기도 용인시 기흥구 신정로 212,37.28919861,127.0996307,숙박업소,6,1,10,2,1,69
633,공세대주피오레2단지,경기도 용인시 기흥구 탑실로 152,37.2430464,127.1218279,아파트주차장,7,5,1,2,6,68
634,모현읍,경기도 용인시 처인구 모현면 독점로 31-6,37.3294787,127.2422761,관공서,7,2,6,0,7,68
635,호텔카사,경기도 용인시 처인구 양지면 남평로 73-1,37.22875749,127.2915879,숙박업소,6,2,4,6,6,68
636,아이에스모텔,경기도 용인시 처인구 백옥대로 1255-7,37.24688009,127.2119668,숙박업소,5,1,6,5,9,66
637,리스텔,경기도 용인시 처인구 양지면 남평로 85,37.22776837,127.2929772,숙박업소,6,1,3,8,6,65
638,불곡마을벽산블루밍,경기도 용인시 기흥구 고매로43번길 32-2,37.2323529,127.1174464,아파트주차장,2,1,12,1,9,61
639,호텔 에비뉴,경기도 용인시 처인구 중부대로1576번길 50,37.23244467,127.2249319,숙박업소,5,1,7,4,1,59
640,유림동,경기도 용인시 처인구 백옥대로 1315,37.2524204,127.2117187,관공서,2,7,5,1,3,58
641,송전마을세광리치타워,경기도 용인시 처인구 경기동로705번길 28,37.1383131,127.2011905,아파트주차장,0,3,6,8,3,49
642,아미부띠끄호텔,경기도 용인시 기흥구 기흥단지로 49,37.22554852,127.1042847,숙박업소,1,4,3,5,8,48
643,레미니스호텔,경기도 용인시 기흥구 기흥단지로 53,37.2257925,127.1044638,숙박업소,1,4,3,5,8,48
644,뉴스카이,경기도 용인시 처인구 백암면 고안로 50,37.1327201,127.4029399,숙박업소,5,5,0,0,0,45
645,(주)더숨디앤씨,경기도 용인시 처인구 포곡읍 성산로 633,37.2867977,127.208289,숙박업소,4,2,2,2,7,45
646,호텔 비엔,경기도 용인시 기흥구 기흥단지로 47,37.22532257,127.1041055,숙박업소,0,4,3,5,7,42
647,쉐르나모텔,경기도 용인시 처인구 이동읍 경기동로 653-1,37.14227128,127.1939201,숙박업소,0,4,4,6,0,40
648,예원마을코아루,경기도 용인시 처인구 한터로275번길 40,37.2582982,127.2368783,아파트주차장,6,0,0,5,0,40
649,호텔오다(Hotel ODA),경기도 용인시 기흥구 신정로 220,37.28935012,127.0991222,숙박업소,2,0,8,1,1,37
650,모텔쉬리,경기도 용인시 처인구 양지면 중부대로 2063,37.22775519,127.2711195,숙박업소,5,2,0,1,2,37
651,마징가 모텔,경기도 용인시 기흥구 농서로 2,37.22221772,127.0975615,숙박업소,1,4,0,2,10,35
652,기흥장여관,경기도 용인시 기흥구 삼성2로 233-14 ,37.2220541,127.0983599,숙박업소,1,4,0,2,9,34
653,나인,경기도 용인시 처인구 원삼면 좌전로 142,37.2082236,127.3204226,숙박업소,5,0,0,4,0,33
654,얼레이호텔,경기도 용인시 기흥구 신정로 231,37.2884878,127.0974965,숙박업소,1,0,8,1,1,32
655,스위트호텔,경기도 용인시 처인구 양지면 중부대로 1944,37.22505372,127.2588747,숙박업소,3,3,0,0,3,30
656,발렌타인,경기도 용인시 처인구 백옥대로 910,37.21724293,127.2086982,숙박업소,0,4,4,0,0,28
657,양지포레스토리,경기도 용인시 처인구 은이로 85,37.2185696,127.2770123,아파트주차장,2,3,0,3,0,28
658,만인여관,경기도 용인시 처인구 백암면 백원로 537-4 ,37.1652041,127.3715821,숙박업소,0,5,0,4,0,28
659,천일여관,경기도 용인시 처인구 백암면 백원로 537-3,37.16531237,127.3713156,숙박업소,0,5,0,4,0,28
660,제우스,경기도 용인시 기흥구 원고매로2번길 1 ,37.22124791,127.103632,숙박업소,0,4,0,3,4,26
661,파인관광호텔,경기도 용인시 기흥구 삼성2로96번길 29-49,37.2191091,127.0844982,숙박업소,0,3,1,0,8,23
662,백암면,경기도 용인시 처인구 백암면 백암로 189,37.1636946,127.3753866,관공서,0,3,0,5,0,22
663,용인수목원우림필유아파트,경기도 용인시 처인구 백옥대로1898번길 34,37.2946122,127.2378268,아파트주차장,0,5,0,1,0,22
664,원삼면,경기도 용인시 처인구 원삼면 원양로 64,37.1653644,127.3103786,관공서,0,4,0,0,5,21
665,메리엘,경기도 용인시 기흥구 신정로 235,37.28898385,127.0969672,숙박업소,0,0,7,0,0,21
666,가즈아,경기도 용인시 기흥구 신정로237번길 9 ,37.28899775,127.0962246,숙박업소,0,0,7,0,0,21
667,Hotel 9 teen,경기도 용인시 기흥구 신정로237번길 7,37.28898053,127.0964616,숙박업소,0,0,7,0,0,21
668,장원파크,경기도 용인시 처인구 원삼면 농촌파크로 225 ,37.1648931,127.3100297,숙박업소,0,4,0,0,5,21
669,라고,경기도 용인시 기흥구 신정로237번길 5-5,37.28857656,127.0969489,숙박업소,0,0,6,0,1,19
670,호텔몬트,경기도 용인시 기흥구 신정로237번길 5-6 ,37.28862028,127.0965538,숙박업소,0,0,6,0,0,18
671,제니스,경기도 용인시 처인구 이동읍 화산로 15-1,37.1461918,127.2043203,숙박업소,0,1,3,1,0,15
672,라데팡스,경기도 용인시 처인구 이동읍 화산로 15,37.14593882,127.2040848,숙박업소,0,1,3,1,0,15
673,W(더블유)모텔,경기도 용인시 처인구 백암면 백암로226번길 37,37.1681976,127.376697,숙박업소,0,2,0,3,0,14
674,백암파크,경기도 용인시 처인구 백암면 백암로 31-7,37.15150775,127.3850553,숙박업소,0,3,0,1,0,14
675,모텔클레식,경기도 용인시 처인구 백암면 죽양대로 1189,37.16908568,127.376378,숙박업소,0,2,0,3,0,14
676,영빈파크,경기도 용인시 처인구 모현읍 곡현로662번길 10,37.34253313,127.2258834,숙박업소,0,0,4,0,0,12
677,광교레이크포레아파트,경기도 용인시 수지구 광교호수로 431,37.354597,127.0704875,아파트주차장,0,0,3,0,3,12
678,STAY HOTEL,경기도 용인시 처인구 양지면 남평로 367,37.22084645,127.315314,숙박업소,0,1,1,0,2,9
679,써닝텔,경기도 용인시 처인구 백암면 고안로51번길 205,37.14309933,127.4202109,숙박업소,0,0,3,0,0,9
680,호텔자유1,경기도 용인시 처인구 백암면 석실로34번길 20,37.17772839,127.3442129,숙박업소,0,0,0,3,0,6
681,라센트라,경기도 용인시 처인구 이동읍 기흥단지로 579-1,37.22519204,127.1562683,숙박업소,1,0,0,0,0,5
682,호텔자유2,경기도 용인시 처인구 백암면 석실로34번길 18,37.17769267,127.3444721,숙박업소,0,0,0,2,0,4
683,양지파인리조트,경기도 용인시 처인구 양지면 남평로 112,37.21148125,127.2937317,숙박업소,0,1,0,0,0,4
684,호텔스위스,경기도 용인시 처인구 포곡읍 곡현로117번길 6-26 ,37.2984622,127.2204565,숙박업소,0,0,0,1,0,2
685,아도니스,경기도 용인시 처인구 포곡읍 곡현로133번길 33,37.2988778,127.2198486,숙박업소,0,0,0,1,0,2
686,에버힐,경기도 용인시 처인구 포곡읍 곡현로133번길 25,37.2987139,127.2207617,숙박업소,0,0,0,1,0,2
687,쁘띠프랑스,경기도 용인시 처인구 포곡읍 곡현로133번길 27,37.2987686,127.220401,숙박업소,0,0,0,1,0,2
688,크리스탈,경기도 용인시 처인구 포곡읍 곡현로133번길 31,37.2987962,127.2200965,숙박업소,0,0,0,1,0,2
689,골드훼미리콘도미니엄,경기도 용인시 기흥구 기흥단지로 406,37.22101641,127.1387432,숙박업소,0,0,0,0,0,0
690,모텔프라쟈하우스,경기도 용인시 처인구 남사면 처인성로 309,37.1175113,127.160934,숙박업소,0,0,0,0,0,0
691,코리아골프빌리지 기흥아펠바움,경기도 용인시 기흥구 기흥단지로 394,37.2169916,127.1345751,숙박업소,0,0,0,0,0,0
692,김미화마을,경기도 용인시 처인구 원삼면 보개원삼로 1528,37.13244764,127.3114534,숙박업소,0,0,0,0,0,0
693,한화호텔앤드리조트(주)용인,경기도 용인시 처인구 남사읍 봉무로153번길 79,37.13300951,127.1410084,숙박업소,0,0,0,0,0,0
694,이동읍,경기도 용인시 처인구 이동면 경기동로 673,37.12746,127.1893731,관공서,0,0,0,0,0,0
695,남사면,경기도 용인시 처인구 남사면 내기로 22,37.115301,127.1502137,관공서,0,0,0,0,0,0
696,코리아골프빌리지 대우그린카운티,경기도 용인시 기흥구 기흥단지로 415,37.2209982,127.1372749,숙박업소,0,0,0,0,0,0
697,힐탑여관,경기도 용인시 처인구 이동읍 경기동로 875-1,37.1254306,127.2073393,숙박업소,0,0,0,0,0,0
698,남사 룸앤텔,경기도 용인시 처인구 남사읍 처인성로 309,37.11753686,127.1609825,숙박업소,0,0,0,0,0,0
